sheet,row_idx,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Introduction,0,"File Documentation for the Completions Data File, 2018-19 ",,,,,,,,,
Introduction,1,(Final/revised release),,,,,,,,,
Introduction,2,,
Introduction,3,Filename,C2019_A
Introduction,4,  Provisional release:,July 2020
Introduction,5,Filename,C2019_A_RV
Introduction,6,  Final/revised release:,July 2021
Introduction,7,,
Introduction,8,Overview,"This file contains the number of awards by type of program, level of award (certificate or degree), first or second major and by race/ethnicity and gender. Type of program is categorized according to the Classification of Instructional Programs (CIP), a detailed coding system for postsecondary instructional programs. Data covers all awards granted between July 1, 2018 and June 30, 2019. This file contains multiple records per institution. Each record is uniquely defined by the variables IPEDS ID (UNITID), classification of instructional program (CIPCODE), first or second major (MAJORNUM) and award level (AWLEVEL).  Each record will contain the total awards,  awards for men and women, and the total awards and awards for men and women for all nine race/ethnicity categories. ",,,,,,,,
Introduction,9,Note:,"Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web tables based on provisional data. ",,,,,,,,
Introduction,10,Contents of spreadsheet,,,,,,,,,
Introduction,11,Varlist,"Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).  It all also lists the variable name of all imputation flag variables for each continuous variable. Imputation flag variable describes whether a value for the corresponding variable was reported, imputed or not applicable.",,,,,,,,
Introduction,12,Description,Long description or glossary definition of a variable. ,,,,,,,,
Introduction,13,Frequencies,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.(provisional release),,,,,,,,
Introduction,14,Statistics,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file.(provisional release)",,,,,,,,
Introduction,15,FrequenciesRV,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable. (final/revised release),,,,,,,,
Introduction,16,StatisticsRV,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. (final/revised release)",,,,,,,,
Introduction,17,Imputation code values,This worksheet lists the code values for all imputation flag variables.,,,,,,,,
varlist,0,varnumber,varname,DataType,Fieldwidth,format,imputationvar,varTitle
varlist,1,1,UNITID,N,6,Cont,,Unique identification number of the institution
varlist,2,32000,CIPCODE,A,7,Disc,,CIP Code -  2010 Classification
varlist,3,31005,MAJORNUM,N,1,Disc,,First or Second Major
varlist,4,32010,AWLEVEL,N,2,Disc,,Award Level code
varlist,5,31130,CTOTALT,N,6,Cont,XCTOTALT,Grand total
varlist,6,31085,CTOTALM,N,6,Cont,XCTOTALM,Grand total men
varlist,7,31090,CTOTALW,N,6,Cont,XCTOTALW,Grand total women
varlist,8,31580,CAIANT,N,6,Cont,XCAIANT,American Indian or Alaska Native total
varlist,9,31515,CAIANM,N,6,Cont,XCAIANM,American Indian or Alaska Native men
varlist,10,31520,CAIANW,N,6,Cont,XCAIANW,American Indian or Alaska Native women
varlist,11,31585,CASIAT,N,6,Cont,XCASIAT,Asian total
varlist,12,31525,CASIAM,N,6,Cont,XCASIAM,Asian men
varlist,13,31530,CASIAW,N,6,Cont,XCASIAW,Asian women
varlist,14,31590,CBKAAT,N,6,Cont,XCBKAAT,Black or African American total
varlist,15,31535,CBKAAM,N,6,Cont,XCBKAAM,Black or African American men
varlist,16,31540,CBKAAW,N,6,Cont,XCBKAAW,Black or African American women
varlist,17,31575,CHISPT,N,6,Cont,XCHISPT,Hispanic or Latino total
varlist,18,31505,CHISPM,N,6,Cont,XCHISPM,Hispanic or Latino men
varlist,19,31510,CHISPW,N,6,Cont,XCHISPW,Hispanic or Latino women
varlist,20,31595,CNHPIT,N,6,Cont,XCNHPIT,Native Hawaiian or Other Pacific Islander total
varlist,21,31545,CNHPIM,N,6,Cont,XCNHPIM,Native Hawaiian or Other Pacific Islander men
varlist,22,31550,CNHPIW,N,6,Cont,XCNHPIW,Native Hawaiian or Other Pacific Islander women
varlist,23,31600,CWHITT,N,6,Cont,XCWHITT,White total
varlist,24,31555,CWHITM,N,6,Cont,XCWHITM,White men
varlist,25,31560,CWHITW,N,6,Cont,XCWHITW,White women
varlist,26,31605,C2MORT,N,6,Cont,XC2MORT,Two or more races total
varlist,27,31565,C2MORM,N,6,Cont,XC2MORM,Two or more races men
varlist,28,31570,C2MORW,N,6,Cont,XC2MORW,Two or more races women
varlist,29,31125,CUNKNT,N,6,Cont,XCUNKNT,Race/ethnicity unknown total
varlist,30,31075,CUNKNM,N,6,Cont,XCUNKNM,Race/ethnicity unknown men
varlist,31,31080,CUNKNW,N,6,Cont,XCUNKNW,Race/ethnicity unknown women
varlist,32,31095,CNRALT,N,6,Cont,XCNRALT,Nonresident alien total
varlist,33,31015,CNRALM,N,6,Cont,XCNRALM,Nonresident alien men
varlist,34,31020,CNRALW,N,6,Cont,XCNRALW,Nonresident alien women
varlist,35,,,,
varlist,36,,,,
varlist,37,,,,
varlist,38,,,,
varlist,39,,,,
varlist,40,,,,
varlist,41,,,,
varlist,42,,,,
varlist,43,,,,
varlist,44,,,,
varlist,45,,,,
varlist,46,,,,
varlist,47,,,,
varlist,48,,,,
varlist,49,,,,
varlist,50,,,,
varlist,51,,,,
varlist,52,,,,
varlist,53,,,,
varlist,54,,,,
varlist,55,,,,
varlist,56,,,,
varlist,57,,,,
varlist,58,,,,
varlist,59,,,,
varlist,60,,,,
varlist,61,,,,
varlist,62,,,,
varlist,63,,,,
varlist,64,,,,
varlist,65,,,,
varlist,66,,,,
varlist,67,,,,
varlist,68,,,,
varlist,69,,,,
varlist,70,,,,
varlist,71,,,,
varlist,72,,,,
varlist,73,,,,
varlist,74,,,,
varlist,75,,,,
varlist,76,,,,
varlist,77,,,,
varlist,78,,,,
varlist,79,,,,
varlist,80,,,,
varlist,81,,,,
varlist,82,,,,
varlist,83,,,,
varlist,84,,,,
varlist,85,,,,
varlist,86,,,,
varlist,87,,,,
varlist,88,,,,
varlist,89,,,,
varlist,90,,,,
varlist,91,,,,
varlist,92,,,,
varlist,93,,,,
varlist,94,,,,
varlist,95,,,,
varlist,96,,,,
varlist,97,,,,
varlist,98,,,,
varlist,99,,,,
varlist,100,,,,
varlist,101,,,,
varlist,102,,,,
varlist,103,,,,
varlist,104,,,,
varlist,105,,,,
varlist,106,,,,
varlist,107,,,,
varlist,108,,,,
varlist,109,,,,
varlist,110,,,,
varlist,111,,,,
varlist,112,,,,
varlist,113,,,,
varlist,114,,,,
varlist,115,,,,
varlist,116,,,,
varlist,117,,,,
varlist,118,,,,
varlist,119,,,,
varlist,120,,,,
varlist,121,,,,
Description,0,varnumber,varname,longDescription
Description,1,1,UNITID,Unique identification number of the institution
Description,2,32000,CIPCODE,Classification of instrucional Program (CIP) code. A six-digit code in the form xx.xxxx that identifies instructional  program specialties within educational institutions.
Description,3,31005,MAJORNUM,First or Second Major
Description,4,32010,AWLEVEL,Award level code
Description,5,31130,CTOTALT,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to all recipients, across all race/ethnicities and both genders"
Description,6,31085,CTOTALM,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Grand total Men"
Description,7,31090,CTOTALW,"Awards/degrees conferred between July 1, 2018 and June 30, 2098 to Grand total Men"
Description,8,31580,CAIANT,"Awards/degrees conferred between July 1, 2018 and June 30, 2098 to American Indian or Alaska Native men and women.

American Indian or Alaska Native - A person having origins in any of the original peoples of North and South America (including Central America) who maintains cultural identification through tribal affiliation or community attachment."
Description,9,31515,CAIANM,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to American Indian or Alaska Native men.

American Indian or Alaska Native - A person having origins in any of the original peoples of North and South America (including Central America) who maintains cultural identification through tribal affiliation or community attachment."
Description,10,31520,CAIANW,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to American Indian or Alaska Native women.

American Indian or Alaska Native - A person having origins in any of the original peoples of North and South America (including Central America) who maintains cultural identification through tribal affiliation or community attachment."
Description,11,31585,CASIAT,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Asian men and women.

Asian - A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian Subcontinent, including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam."
Description,12,31525,CASIAM,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Asian men.

Asian - A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian Subcontinent, including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam."
Description,13,31530,CASIAW,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Asian women.

Asian - A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian Subcontinent, including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam."
Description,14,31590,CBKAAT,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Black or African American men and women.

Black or African American - A person having origins in any of the black racial groups of Africa"
Description,15,31535,CBKAAM,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Black or African American men.

Black or African American - A person having origins in any of the black racial groups of Africa"
Description,16,31540,CBKAAW,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Black or African American women.

Black or African American - A person having origins in any of the black racial groups of Africa"
Description,17,31575,CHISPT,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Hispanic or Latino men and women.

Hispanic or Latino - A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race."
Description,18,31505,CHISPM,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Hispanic or Latino men.

Hispanic or Latino - A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race."
Description,19,31510,CHISPW,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Hispanic or Latino women.

Hispanic or Latino - A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race."
Description,20,31595,CNHPIT,"Awards/degrees conferred between July 1, 2018 and June 30, 2019 to Native Hawaiian or Other Pacific Islanders men and women.

Native Hawaiian or Other Pacific Islanders - A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands."
